ts_epoch,kind,label,v1,v2
1784799967.269611482,cpu,zt-gateway,0.06,46.6
1784799967.269611482,cpu,zt-php-worker,0.03,41.6
1784799967.269611482,cpu,zt-rabbitmq,251.96,179.4
1784799967.269611482,queue,order_queue,0,
1784799967.269611482,queue,OrderCreateRequestedEvent,0,
1784799967.269611482,queue,PaymentProcessedEvent,0,
1784799967.269611482,queue,RollbackOrderEvent,0,
1784799967.269611482,queue,InventoryDeductedEvent,0,
1784799967.269611482,queue,OrderSagaCompletedEvent,0,
1784799967.269611482,queue,OrderCreatedEvent,0,
1784799967.269611482,queue,RollbackInventoryEvent,0,
1784799972.121491351,cpu,zt-gateway,0.04,109.0
1784799972.121491351,cpu,zt-php-worker,7.94,47.4
1784799972.121491351,cpu,zt-rabbitmq,2.37,228.6
1784799972.121491351,queue,order_queue,4898,
1784799972.121491351,queue,OrderCreateRequestedEvent,5,
1784799972.121491351,queue,PaymentProcessedEvent,3,
1784799972.121491351,queue,RollbackOrderEvent,0,
1784799972.121491351,queue,InventoryDeductedEvent,3,
1784799972.121491351,queue,OrderSagaCompletedEvent,3,
1784799972.121491351,queue,OrderCreatedEvent,5,
1784799972.121491351,queue,RollbackInventoryEvent,0,
1784799976.963312764,cpu,zt-gateway,0.10,109.0
1784799976.963312764,cpu,zt-php-worker,9.08,47.4
1784799976.963312764,cpu,zt-rabbitmq,2.96,221.7
1784799976.963312764,queue,order_queue,4769,
1784799976.963312764,queue,OrderCreateRequestedEvent,6,
1784799976.963312764,queue,PaymentProcessedEvent,4,
1784799976.963312764,queue,RollbackOrderEvent,0,
1784799976.963312764,queue,InventoryDeductedEvent,1,
1784799976.963312764,queue,OrderSagaCompletedEvent,4,
1784799976.963312764,queue,OrderCreatedEvent,5,
1784799976.963312764,queue,RollbackInventoryEvent,0,
1784799981.803220410,cpu,zt-gateway,0.06,109.0
1784799981.803220410,cpu,zt-php-worker,7.71,47.4
1784799981.803220410,cpu,zt-rabbitmq,253.98,216.7
1784799981.803220410,queue,order_queue,4648,
1784799981.803220410,queue,OrderCreateRequestedEvent,7,
1784799981.803220410,queue,PaymentProcessedEvent,4,
1784799981.803220410,queue,RollbackOrderEvent,0,
1784799981.803220410,queue,InventoryDeductedEvent,3,
1784799981.803220410,queue,OrderSagaCompletedEvent,4,
1784799981.803220410,queue,OrderCreatedEvent,3,
1784799981.803220410,queue,RollbackInventoryEvent,0,
1784799986.656328072,cpu,zt-gateway,0.08,109.0
1784799986.656328072,cpu,zt-php-worker,7.66,47.7
1784799986.656328072,cpu,zt-rabbitmq,2.60,208.8
1784799986.656328072,queue,order_queue,4525,
1784799986.656328072,queue,OrderCreateRequestedEvent,7,
1784799986.656328072,queue,PaymentProcessedEvent,4,
1784799986.656328072,queue,RollbackOrderEvent,0,
1784799986.656328072,queue,InventoryDeductedEvent,3,
1784799986.656328072,queue,OrderSagaCompletedEvent,4,
1784799986.656328072,queue,OrderCreatedEvent,4,
1784799986.656328072,queue,RollbackInventoryEvent,0,
1784799991.500782454,cpu,zt-gateway,0.06,109.0
1784799991.500782454,cpu,zt-php-worker,9.25,47.7
1784799991.500782454,cpu,zt-rabbitmq,2.63,202.3
1784799991.500782454,queue,order_queue,4379,
1784799991.500782454,queue,OrderCreateRequestedEvent,7,
1784799991.500782454,queue,PaymentProcessedEvent,3,
1784799991.500782454,queue,RollbackOrderEvent,0,
1784799991.500782454,queue,InventoryDeductedEvent,3,
1784799991.500782454,queue,OrderSagaCompletedEvent,4,
1784799991.500782454,queue,OrderCreatedEvent,6,
1784799991.500782454,queue,RollbackInventoryEvent,0,
1784799996.479796453,cpu,zt-gateway,0.09,109.0
1784799996.479796453,cpu,zt-php-worker,8.71,47.7
1784799996.479796453,cpu,zt-rabbitmq,2.41,194.8
1784799996.479796453,queue,order_queue,4235,
1784799996.479796453,queue,OrderCreateRequestedEvent,7,
1784799996.479796453,queue,PaymentProcessedEvent,4,
1784799996.479796453,queue,RollbackOrderEvent,0,
1784799996.479796453,queue,InventoryDeductedEvent,3,
1784799996.479796453,queue,OrderSagaCompletedEvent,4,
1784799996.479796453,queue,OrderCreatedEvent,5,
1784799996.479796453,queue,RollbackInventoryEvent,0,
1784800001.335861441,cpu,zt-gateway,0.08,109.0
1784800001.335861441,cpu,zt-php-worker,8.69,47.7
