ts_epoch,kind,label,v1,v2
1784798597.724856725,cpu,zt-gateway,0.10,69.5
1784798597.724856725,cpu,zt-php-worker,0.00,48.1
1784798597.724856725,cpu,zt-rabbitmq,44.79,157.0
1784798597.724856725,queue,order_queue,0,
1784798597.724856725,queue,OrderCreateRequestedEvent,0,
1784798597.724856725,queue,PaymentProcessedEvent,0,
1784798597.724856725,queue,RollbackOrderEvent,0,
1784798597.724856725,queue,InventoryDeductedEvent,0,
1784798597.724856725,queue,OrderSagaCompletedEvent,0,
1784798597.724856725,queue,OrderCreatedEvent,0,
1784798597.724856725,queue,RollbackInventoryEvent,0,
1784798602.576759738,cpu,zt-gateway,0.04,106.2
1784798602.576759738,cpu,zt-php-worker,8.76,48.6
1784798602.576759738,cpu,zt-rabbitmq,3.01,207.0
1784798602.576759738,queue,order_queue,4895,
1784798602.576759738,queue,OrderCreateRequestedEvent,5,
1784798602.576759738,queue,PaymentProcessedEvent,4,
1784798602.576759738,queue,RollbackOrderEvent,0,
1784798602.576759738,queue,InventoryDeductedEvent,3,
1784798602.576759738,queue,OrderSagaCompletedEvent,4,
1784798602.576759738,queue,OrderCreatedEvent,4,
1784798602.576759738,queue,RollbackInventoryEvent,0,
1784798607.429462861,cpu,zt-gateway,0.06,106.2
1784798607.429462861,cpu,zt-php-worker,10.21,48.1
1784798607.429462861,cpu,zt-rabbitmq,253.80,196.7
1784798607.429462861,queue,order_queue,4754,
1784798607.429462861,queue,OrderCreateRequestedEvent,5,
1784798607.429462861,queue,PaymentProcessedEvent,5,
1784798607.429462861,queue,RollbackOrderEvent,0,
1784798607.429462861,queue,InventoryDeductedEvent,4,
1784798607.429462861,queue,OrderSagaCompletedEvent,2,
1784798607.429462861,queue,OrderCreatedEvent,6,
1784798607.429462861,queue,RollbackInventoryEvent,0,
1784798612.276154070,cpu,zt-gateway,0.08,106.2
1784798612.276154070,cpu,zt-php-worker,9.47,48.1
1784798612.276154070,cpu,zt-rabbitmq,2.02,194.5
1784798612.276154070,queue,order_queue,4596,
1784798612.276154070,queue,OrderCreateRequestedEvent,7,
1784798612.276154070,queue,PaymentProcessedEvent,3,
1784798612.276154070,queue,RollbackOrderEvent,0,
1784798612.276154070,queue,InventoryDeductedEvent,3,
1784798612.276154070,queue,OrderSagaCompletedEvent,4,
1784798612.276154070,queue,OrderCreatedEvent,6,
1784798612.276154070,queue,RollbackInventoryEvent,0,
