ts_epoch,kind,label,v1,v2
1784800645.898312791,cpu,production-service-production-service-1,0.01,90.6
1784800645.898312791,db,production,3,50000
1784800648.987430211,cpu,production-service-production-service-1,17.25,93.1
1784800648.987430211,db,production,7,50000
1784800652.076809492,cpu,production-service-production-service-1,12.39,93.0
1784800652.076809492,db,production,7,50000
1784800655.159814068,cpu,production-service-production-service-1,15.24,93.9
1784800655.159814068,db,production,7,50000
1784800658.239978004,cpu,production-service-production-service-1,14.78,94.1
1784800658.239978004,db,production,3,50000
1784800661.319613475,cpu,production-service-production-service-1,14.76,95.0
1784800661.319613475,db,production,3,50000
1784800664.403916283,cpu,production-service-production-service-1,15.09,95.0
1784800664.403916283,db,production,7,50000
1784800667.486090287,cpu,production-service-production-service-1,11.98,94.6
1784800667.486090287,db,production,7,50000
1784800670.569663711,cpu,production-service-production-service-1,11.23,95.8
1784800670.569663711,db,production,7,50000
1784800673.654964220,cpu,production-service-production-service-1,11.71,95.5
1784800673.654964220,db,production,7,50000
1784800676.727586932,cpu,production-service-production-service-1,11.58,95.6
1784800676.727586932,db,production,2,50000
1784800679.803080361,cpu,production-service-production-service-1,12.92,95.6
1784800679.803080361,db,production,5,50000
1784800682.887903429,cpu,production-service-production-service-1,16.69,95.5
1784800682.887903429,db,production,3,50000
1784800685.966588817,cpu,production-service-production-service-1,11.62,95.4
1784800685.966588817,db,production,7,50000
1784800689.050935386,cpu,production-service-production-service-1,11.68,95.5
1784800689.050935386,db,production,3,50000
1784800692.134613733,cpu,production-service-production-service-1,11.82,95.8
1784800692.134613733,db,production,7,50000
1784800695.225177490,cpu,production-service-production-service-1,11.90,96.5
1784800695.225177490,db,production,7,50000
1784800698.310659683,cpu,production-service-production-service-1,11.13,95.7
1784800698.310659683,db,production,7,50000
1784800701.398775609,cpu,production-service-production-service-1,11.81,92.1
1784800701.398775609,db,production,5,50000
1784800704.472660012,cpu,production-service-production-service-1,11.64,91.5
1784800704.472660012,db,production,7,50000
1784800707.556548630,cpu,production-service-production-service-1,11.11,91.1
1784800707.556548630,db,production,3,50000
1784800710.636124190,cpu,production-service-production-service-1,11.91,92.1
1784800710.636124190,db,production,3,50000
1784800713.713703929,cpu,production-service-production-service-1,10.81,91.6
1784800713.713703929,db,production,7,50000
1784800716.794047369,cpu,production-service-production-service-1,17.29,91.2
1784800716.794047369,db,production,3,50000
1784800719.873316159,cpu,production-service-production-service-1,13.63,93.1
1784800719.873316159,db,production,7,50000
1784800722.949537639,cpu,production-service-production-service-1,11.38,94.1
1784800722.949537639,db,production,3,50000
1784800726.026593346,cpu,production-service-production-service-1,11.31,94.6
1784800726.026593346,db,production,7,50000
1784800729.109659557,cpu,production-service-production-service-1,11.47,95.3
1784800729.109659557,db,production,7,50000
1784800732.187590471,cpu,production-service-production-service-1,11.37,94.0
1784800732.187590471,db,production,7,50000
1784800735.274424332,cpu,production-service-production-service-1,11.04,91.8
1784800735.274424332,db,production,7,50000
1784800738.355782787,cpu,production-service-production-service-1,11.73,91.5
1784800738.355782787,db,production,5,50000
1784800741.430885630,cpu,production-service-production-service-1,12.34,91.7
1784800741.430885630,db,production,2,50000
1784800744.512639285,cpu,production-service-production-service-1,12.10,91.4
1784800744.512639285,db,production,7,50000
1784800747.593308444,cpu,production-service-production-service-1,11.56,92.9
1784800747.593308444,db,production,7,50000
1784800750.679482269,cpu,production-service-production-service-1,13.23,93.8
1784800750.679482269,db,production,3,50000
1784800753.757327359,cpu,production-service-production-service-1,11.17,95.3
1784800753.757327359,db,production,5,50000
1784800756.844519339,cpu,production-service-production-service-1,17.67,93.4
1784800756.844519339,db,production,7,50000
1784800759.929264731,cpu,production-service-production-service-1,13.35,92.3
1784800759.929264731,db,production,7,50000
1784800763.001958229,cpu,production-service-production-service-1,11.38,92.7
1784800763.001958229,db,production,7,50000
1784800766.081107865,cpu,production-service-production-service-1,12.28,92.6
1784800766.081107865,db,production,3,50000
1784800769.154858328,cpu,production-service-production-service-1,11.58,92.7
1784800769.154858328,db,production,7,50000
1784800772.254211072,cpu,production-service-production-service-1,12.20,92.8
1784800772.254211072,db,production,7,50000
1784800775.329377558,cpu,production-service-production-service-1,11.27,92.9
1784800775.329377558,db,production,3,50000
1784800778.415934452,cpu,production-service-production-service-1,11.34,93.8
1784800778.415934452,db,production,3,50000
1784800781.495150935,cpu,production-service-production-service-1,18.15,92.7
1784800781.495150935,db,production,3,50000
1784800784.580937824,cpu,production-service-production-service-1,11.92,93.3
1784800784.580937824,db,production,7,50000
1784800787.670707560,cpu,production-service-production-service-1,11.55,93.4
1784800787.670707560,db,production,3,50000
1784800790.748758192,cpu,production-service-production-service-1,13.75,93.4
1784800790.748758192,db,production,3,50000
1784800793.832776739,cpu,production-service-production-service-1,10.90,94.4
1784800793.832776739,db,production,3,50000
1784800796.911153751,cpu,production-service-production-service-1,16.79,93.6
1784800796.911153751,db,production,7,50000
1784800800.002858856,cpu,production-service-production-service-1,13.61,94.2
1784800800.002858856,db,production,7,50000
1784800803.094722506,cpu,production-service-production-service-1,11.79,93.0
1784800803.094722506,db,production,7,50000
1784800806.182702246,cpu,production-service-production-service-1,11.85,93.1
1784800806.182702246,db,production,3,50000
1784800809.256985247,cpu,production-service-production-service-1,11.35,93.5
1784800809.256985247,db,production,7,50000
1784800812.341423982,cpu,production-service-production-service-1,12.31,93.7
1784800812.341423982,db,production,3,50000
1784800815.426696436,cpu,production-service-production-service-1,11.08,93.8
1784800815.426696436,db,production,7,50000
1784800818.508322487,cpu,production-service-production-service-1,11.74,93.2
1784800818.508322487,db,production,3,50000
1784800821.590141054,cpu,production-service-production-service-1,17.02,93.0
1784800821.590141054,db,production,3,50000
1784800824.669203143,cpu,production-service-production-service-1,11.37,93.2
1784800824.669203143,db,production,5,50000
1784800827.765090980,cpu,production-service-production-service-1,11.26,92.9
1784800827.765090980,db,production,5,50000
1784800830.844609175,cpu,production-service-production-service-1,12.80,93.9
1784800830.844609175,db,production,3,50000
1784800833.920440548,cpu,production-service-production-service-1,11.03,95.4
1784800833.920440548,db,production,3,50000
1784800837.011579801,cpu,production-service-production-service-1,10.78,92.8
1784800837.011579801,db,production,7,50000
1784800840.092569086,cpu,production-service-production-service-1,11.59,94.4
1784800840.092569086,db,production,7,50000
1784800843.173991026,cpu,production-service-production-service-1,12.19,92.7
1784800843.173991026,db,production,5,50000
1784800846.256624674,cpu,production-service-production-service-1,11.37,93.3
1784800846.256624674,db,production,5,50000
1784800849.347101024,cpu,production-service-production-service-1,11.36,93.5
1784800849.347101024,db,production,7,50000
1784800852.432505625,cpu,production-service-production-service-1,11.24,93.9
1784800852.432505625,db,production,7,50000
1784800855.520216770,cpu,production-service-production-service-1,11.60,94.0
1784800855.520216770,db,production,3,50000
1784800858.615334222,cpu,production-service-production-service-1,11.33,96.1
1784800858.615334222,db,production,7,50000
1784800861.695943224,cpu,production-service-production-service-1,11.71,96.1
