ts_epoch,kind,label,v1,v2
1784798737.039443779,db,order,3,50000
1784798740.128246381,cpu,order-service-order-service-1,13.92,89.7
1784798740.128246381,db,order,3,50000
1784798743.211588826,cpu,order-service-order-service-1,20.29,87.5
1784798743.211588826,db,order,3,50000
1784798746.300276290,cpu,order-service-order-service-1,14.45,87.7
1784798746.300276290,db,order,3,50000
1784798749.376048822,cpu,order-service-order-service-1,13.64,88.7
1784798749.376048822,db,order,3,50000
1784798752.462994146,cpu,order-service-order-service-1,15.20,91.6
1784798752.462994146,db,order,3,50000
1784798755.542226446,cpu,order-service-order-service-1,13.60,92.9
1784798755.542226446,db,order,3,50000
1784798758.632249486,cpu,order-service-order-service-1,0.67,92.3
1784798758.632249486,db,order,3,50000
1784798761.721247703,cpu,order-service-order-service-1,2.25,92.2
1784798761.721247703,db,order,3,50000
1784798764.809315730,cpu,order-service-order-service-1,0.01,91.3
1784798764.809315730,db,order,3,50000
1784798767.897903189,cpu,order-service-order-service-1,0.01,91.5
1784798767.897903189,db,order,3,50000
1784798770.977174319,cpu,order-service-order-service-1,0.05,91.5
1784798770.977174319,db,order,3,50000
1784798774.061329791,cpu,order-service-order-service-1,0.01,91.5
1784798774.061329791,db,order,3,50000
1784798777.154301775,cpu,order-service-order-service-1,0.01,91.4
1784798777.154301775,db,order,3,50000
1784798780.242875561,cpu,order-service-order-service-1,0.01,91.4
1784798780.242875561,db,order,3,50000
1784798783.335351001,cpu,order-service-order-service-1,0.01,92.4
1784798783.335351001,db,order,3,50000
1784798786.426951619,cpu,order-service-order-service-1,0.04,92.1
1784798786.426951619,db,order,3,50000
1784798789.508188321,cpu,order-service-order-service-1,0.01,91.8
1784798789.508188321,db,order,3,50000
1784798792.602999300,cpu,order-service-order-service-1,0.01,91.7
1784798792.602999300,db,order,3,50000
1784798795.688860619,cpu,order-service-order-service-1,0.00,91.4
1784798795.688860619,db,order,3,50000
1784798798.770080866,cpu,order-service-order-service-1,0.00,91.3
1784798798.770080866,db,order,3,50000
1784798801.860316518,cpu,order-service-order-service-1,2.14,92.3
1784798801.860316518,db,order,3,50000
1784798804.935040059,cpu,order-service-order-service-1,0.01,91.8
1784798804.935040059,db,order,3,50000
1784798808.029253049,cpu,order-service-order-service-1,0.01,91.6
1784798808.029253049,db,order,3,50000
1784798811.120677815,cpu,order-service-order-service-1,0.06,91.6
1784798811.120677815,db,order,3,50000
1784798814.216042153,cpu,order-service-order-service-1,0.01,92.0
1784798814.216042153,db,order,3,50000
