ts_epoch,kind,label,v1,v2
1784798598.743039642,cpu,production-service-production-service-1,0.01,81.2
1784798598.743039642,db,production,2,50000
1784798601.828320143,cpu,production-service-production-service-1,17.79,84.8
1784798601.828320143,db,production,3,50000
1784798604.916308730,cpu,production-service-production-service-1,12.33,86.1
1784798604.916308730,db,production,7,50000
1784798607.994070337,cpu,production-service-production-service-1,13.68,86.8
1784798607.994070337,db,production,5,50000
1784798611.075941415,cpu,production-service-production-service-1,15.26,88.0
1784798611.075941415,db,production,5,50000
1784798614.163300165,cpu,production-service-production-service-1,14.50,87.3
1784798614.163300165,db,production,5,50000
1784798617.252897634,cpu,production-service-production-service-1,23.50,88.0
1784798617.252897634,db,production,3,50000
1784798620.333746567,cpu,production-service-production-service-1,16.18,89.2
1784798620.333746567,db,production,3,50000
1784798623.424939563,cpu,production-service-production-service-1,14.62,89.9
1784798623.424939563,db,production,5,50000
1784798626.509393331,cpu,production-service-production-service-1,18.34,89.3
1784798626.509393331,db,production,7,50000
1784798629.587530595,cpu,production-service-production-service-1,16.06,89.9
1784798629.587530595,db,production,3,50000
1784798632.679195990,cpu,production-service-production-service-1,22.27,90.3
1784798632.679195990,db,production,7,50000
1784798635.764583064,cpu,production-service-production-service-1,15.68,89.5
1784798635.764583064,db,production,5,50000
1784798638.849556061,cpu,production-service-production-service-1,14.44,90.2
1784798638.849556061,db,production,5,50000
1784798641.937211530,cpu,production-service-production-service-1,15.92,90.8
1784798641.937211530,db,production,7,50000
1784798645.025842695,cpu,production-service-production-service-1,15.64,90.8
1784798645.025842695,db,production,7,50000
1784798648.104326574,cpu,production-service-production-service-1,15.62,90.6
1784798648.104326574,db,production,5,50000
1784798651.182902167,cpu,production-service-production-service-1,21.04,89.6
1784798651.182902167,db,production,5,50000
1784798654.269872759,cpu,production-service-production-service-1,14.80,90.3
1784798654.269872759,db,production,3,50000
1784798657.352043981,cpu,production-service-production-service-1,17.40,89.6
1784798657.352043981,db,production,5,50000
1784798660.432733265,cpu,production-service-production-service-1,15.49,91.0
1784798660.432733265,db,production,7,50000
1784798663.505250122,cpu,production-service-production-service-1,14.86,91.6
1784798663.505250122,db,production,4,50000
1784798666.586980874,cpu,production-service-production-service-1,17.38,92.2
1784798666.586980874,db,production,4,50000
1784798669.661302287,cpu,production-service-production-service-1,15.25,90.8
1784798669.661302287,db,production,5,50000
1784798672.740821733,cpu,production-service-production-service-1,15.77,91.3
1784798672.740821733,db,production,5,50000
1784798675.825876172,cpu,production-service-production-service-1,16.29,91.5
1784798675.825876172,db,production,5,50000
1784798678.903704231,cpu,production-service-production-service-1,21.02,90.1
1784798678.903704231,db,production,5,50000
1784798681.983291656,cpu,production-service-production-service-1,20.52,90.4
1784798681.983291656,db,production,7,50000
1784798685.067075837,cpu,production-service-production-service-1,14.74,91.1
1784798685.067075837,db,production,5,50000
1784798688.150027144,cpu,production-service-production-service-1,16.25,90.6
1784798688.150027144,db,production,5,50000
1784798691.227492062,cpu,production-service-production-service-1,15.24,90.7
1784798691.227492062,db,production,3,50000
1784798694.316750557,cpu,production-service-production-service-1,21.84,90.6
1784798694.316750557,db,production,5,50000
1784798697.398482090,cpu,production-service-production-service-1,23.64,90.6
1784798697.398482090,db,production,5,50000
1784798700.475042404,cpu,production-service-production-service-1,15.51,91.5
1784798700.475042404,db,production,5,50000
1784798703.556132789,cpu,production-service-production-service-1,14.45,90.6
1784798703.556132789,db,production,7,50000
1784798706.643439340,cpu,production-service-production-service-1,15.67,91.2
1784798706.643439340,db,production,3,50000
1784798709.731604577,cpu,production-service-production-service-1,20.96,90.5
1784798709.731604577,db,production,7,50000
1784798712.812202802,cpu,production-service-production-service-1,15.54,90.7
1784798712.812202802,db,production,4,50000
1784798715.893496994,cpu,production-service-production-service-1,15.60,87.1
1784798715.893496994,db,production,5,50000
1784798718.975889144,cpu,production-service-production-service-1,15.43,88.2
1784798718.975889144,db,production,7,50000
1784798722.058178619,cpu,production-service-production-service-1,16.12,87.4
1784798722.058178619,db,production,5,50000
1784798725.153160314,cpu,production-service-production-service-1,15.85,88.5
1784798725.153160314,db,production,5,50000
1784798728.241171226,cpu,production-service-production-service-1,16.13,87.4
1784798728.241171226,db,production,7,50000
1784798731.325931023,cpu,production-service-production-service-1,15.35,87.7
1784798731.325931023,db,production,3,50000
1784798734.405094187,cpu,production-service-production-service-1,14.96,88.3
1784798734.405094187,db,production,5,50000
1784798737.497563640,cpu,production-service-production-service-1,18.36,88.7
1784798737.497563640,db,production,7,50000
1784798740.578591923,cpu,production-service-production-service-1,15.27,88.8
1784798740.578591923,db,production,5,50000
1784798743.659064861,cpu,production-service-production-service-1,15.19,87.4
1784798743.659064861,db,production,7,50000
1784798746.733750405,cpu,production-service-production-service-1,15.20,88.3
