ts_epoch,kind,label,v1,v2
1784798599.103591282,cpu,user-service-user-service-1,0.22,81.0
1784798599.103591282,db,user,3,10000
1784798602.191382273,cpu,user-service-user-service-1,7.08,80.3
1784798602.191382273,db,user,3,10000
1784798605.289194345,cpu,user-service-user-service-1,7.82,81.6
1784798605.289194345,db,user,5,10000
1784798608.394386059,cpu,user-service-user-service-1,9.15,81.8
1784798608.394386059,db,user,3,10000
1784798611.486078831,cpu,user-service-user-service-1,8.64,79.1
1784798611.486078831,db,user,3,10000
1784798614.559477662,cpu,user-service-user-service-1,9.15,79.2
1784798614.559477662,db,user,3,10000
1784798617.667339742,cpu,user-service-user-service-1,7.76,80.0
1784798617.667339742,db,user,5,10000
1784798620.752145898,cpu,user-service-user-service-1,8.98,81.3
1784798620.752145898,db,user,3,10000
1784798623.850930447,cpu,user-service-user-service-1,8.83,83.4
1784798623.850930447,db,user,3,10000
1784798626.951734042,cpu,user-service-user-service-1,8.78,83.9
1784798626.951734042,db,user,3,10000
1784798630.029473108,cpu,user-service-user-service-1,10.97,84.4
1784798630.029473108,db,user,5,10000
1784798633.129668513,cpu,user-service-user-service-1,7.98,84.5
1784798633.129668513,db,user,3,10000
1784798636.235469189,cpu,user-service-user-service-1,9.06,84.8
1784798636.235469189,db,user,3,10000
1784798639.355462581,cpu,user-service-user-service-1,8.48,85.0
1784798639.355462581,db,user,5,10000
1784798642.450121212,cpu,user-service-user-service-1,7.65,83.0
1784798642.450121212,db,user,5,10000
1784798645.536569957,cpu,user-service-user-service-1,8.82,83.2
1784798645.536569957,db,user,3,10000
1784798648.637390089,cpu,user-service-user-service-1,8.70,83.3
1784798648.637390089,db,user,5,10000
1784798651.744847281,cpu,user-service-user-service-1,8.82,83.4
1784798651.744847281,db,user,7,10000
1784798654.832152456,cpu,user-service-user-service-1,8.70,83.7
1784798654.832152456,db,user,5,10000
1784798657.937936272,cpu,user-service-user-service-1,8.68,83.8
1784798657.937936272,db,user,7,10000
1784798661.037373821,cpu,user-service-user-service-1,8.67,83.9
1784798661.037373821,db,user,5,10000
1784798664.141755798,cpu,user-service-user-service-1,8.29,84.4
1784798664.141755798,db,user,5,10000
1784798667.232942019,cpu,user-service-user-service-1,8.70,84.5
1784798667.232942019,db,user,3,10000
1784798670.336637912,cpu,user-service-user-service-1,10.37,81.2
1784798670.336637912,db,user,3,10000
1784798673.444186750,cpu,user-service-user-service-1,8.99,79.1
1784798673.444186750,db,user,3,10000
1784798676.549597092,cpu,user-service-user-service-1,8.74,79.7
1784798676.549597092,db,user,3,10000
1784798679.664964863,cpu,user-service-user-service-1,8.76,79.5
1784798679.664964863,db,user,3,10000
1784798682.753268848,cpu,user-service-user-service-1,8.85,80.0
1784798682.753268848,db,user,5,10000
1784798685.861933180,cpu,user-service-user-service-1,8.59,80.8
1784798685.861933180,db,user,3,10000
1784798688.955662387,cpu,user-service-user-service-1,8.92,81.1
1784798688.955662387,db,user,3,10000
1784798692.045295439,cpu,user-service-user-service-1,9.17,81.2
1784798692.045295439,db,user,5,10000
1784798695.145810862,cpu,user-service-user-service-1,8.83,81.5
1784798695.145810862,db,user,5,10000
1784798698.249403936,cpu,user-service-user-service-1,8.88,82.0
1784798698.249403936,db,user,3,10000
1784798701.356568560,cpu,user-service-user-service-1,9.08,82.9
1784798701.356568560,db,user,3,10000
1784798704.439381218,cpu,user-service-user-service-1,8.64,82.8
1784798704.439381218,db,user,3,10000
1784798707.553220077,cpu,user-service-user-service-1,9.11,83.7
1784798707.553220077,db,user,7,10000
1784798710.645850392,cpu,user-service-user-service-1,11.27,83.8
1784798710.645850392,db,user,5,10000
1784798713.736521183,cpu,user-service-user-service-1,9.24,83.9
1784798713.736521183,db,user,3,10000
1784798716.831403792,cpu,user-service-user-service-1,8.90,83.8
1784798716.831403792,db,user,5,10000
1784798719.932992730,cpu,user-service-user-service-1,8.98,84.0
1784798719.932992730,db,user,3,10000
1784798723.006359114,cpu,user-service-user-service-1,8.81,84.4
1784798723.006359114,db,user,3,10000
1784798726.104128259,cpu,user-service-user-service-1,8.42,85.1
1784798726.104128259,db,user,3,10000
1784798729.203893179,cpu,user-service-user-service-1,8.82,86.2
1784798729.203893179,db,user,3,10000
1784798732.292261722,cpu,user-service-user-service-1,8.73,86.4
1784798732.292261722,db,user,7,10000
1784798735.376362496,cpu,user-service-user-service-1,8.90,84.8
1784798735.376362496,db,user,3,10000
1784798738.495165357,cpu,user-service-user-service-1,8.97,84.9
1784798738.495165357,db,user,3,10000
1784798741.591410918,cpu,user-service-user-service-1,8.97,82.8
1784798741.591410918,db,user,5,10000
1784798744.706730636,cpu,user-service-user-service-1,8.28,82.9
1784798744.706730636,db,user,3,10000
1784798747.816330183,cpu,user-service-user-service-1,8.78,82.9
1784798747.816330183,db,user,5,10000
1784798750.909959234,cpu,user-service-user-service-1,10.59,83.2
1784798750.909959234,db,user,3,10000
1784798754.003186759,cpu,user-service-user-service-1,8.61,83.5
1784798754.003186759,db,user,3,10000
1784798757.096002574,cpu,user-service-user-service-1,8.61,83.7
1784798757.096002574,db,user,3,10000
1784798760.195196806,cpu,user-service-user-service-1,1.99,84.2
1784798760.195196806,db,user,3,10000
1784798763.255272849,cpu,user-service-user-service-1,0.01,84.2
1784798763.255272849,db,user,3,10000
1784798766.351246410,cpu,user-service-user-service-1,0.05,84.3
1784798766.351246410,db,user,3,10000
1784798769.446605949,cpu,user-service-user-service-1,0.01,84.2
1784798769.446605949,db,user,3,10000
1784798772.543337367,cpu,user-service-user-service-1,0.02,84.3
1784798772.543337367,db,user,3,10000
1784798775.646779373,cpu,user-service-user-service-1,0.01,84.3
1784798775.646779373,db,user,3,10000
1784798778.743467144,cpu,user-service-user-service-1,0.01,84.4
1784798778.743467144,db,user,3,10000
1784798781.814358583,cpu,user-service-user-service-1,0.01,84.5
1784798781.814358583,db,user,3,10000
1784798784.906683041,cpu,user-service-user-service-1,0.01,84.5
1784798784.906683041,db,user,3,10000
1784798787.994925801,cpu,user-service-user-service-1,0.01,84.6
1784798787.994925801,db,user,3,10000
1784798791.087322097,cpu,user-service-user-service-1,2.02,84.8
1784798791.087322097,db,user,3,10000
1784798794.174734937,cpu,user-service-user-service-1,0.01,84.7
1784798794.174734937,db,user,3,10000
1784798797.282611916,cpu,user-service-user-service-1,0.01,84.7
1784798797.282611916,db,user,3,10000
1784798800.379347096,cpu,user-service-user-service-1,0.05,85.7
1784798800.379347096,db,user,3,10000
1784798803.439420094,cpu,user-service-user-service-1,0.01,84.7
1784798803.439420094,db,user,3,10000
1784798806.531593380,cpu,user-service-user-service-1,0.06,84.9
1784798806.531593380,db,user,3,10000
1784798809.619421809,cpu,user-service-user-service-1,0.01,84.8
1784798809.619421809,db,user,3,10000
